"year","cir.physint","cir.disap","cir.kill","cir.polpris","cir.tort","cir.newempinx","cir.assn","cir.formov","cir.dommov","cir.speech","cir.elecsd","cir.newrelfre","cir.worker","cir.wecon","cir.wopol","cir.wosoc","cir.injud","sftgcode"
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB"
2006,6,2,2,2,0,8,2,2,1,0,1,1,1,1,2,NA,0,"SRB"
2007,7,2,2,2,1,9,2,2,2,1,1,1,0,2,2,1,1,"SRB"
2008,6,2,1,2,1,11,2,2,2,1,2,1,1,1,2,NA,0,"SRB"
2009,6,2,1,2,1,10,2,2,2,1,1,1,1,1,2,NA,0,"SRB"
2010,7,2,2,2,1,8,2,1,1,1,1,1,1,1,2,NA,0,"SRB"
2011,7,2,2,2,1,8,1,1,1,1,2,1,1,2,2,NA,1,"SRB"
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YGS"
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YGS"
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YGS"
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YGS"
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YGS"
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YGS"
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YGS"
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YGS"
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YGS"
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YGS"
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YGS"
1992,1,1,0,0,0,2,0,1,1,0,0,0,0,-999,1,-999,0,"YGS"
1993,1,1,0,0,0,4,0,1,1,1,1,0,0,1,1,1,0,"YGS"
1994,4,2,1,1,0,4,0,1,1,1,0,1,0,1,1,-999,0,"YGS"
1995,1,0,1,0,0,3,0,1,0,1,1,0,0,1,1,-999,0,"YGS"
1996,4,1,1,1,1,3,0,1,1,0,0,1,0,1,1,1,0,"YGS"
1997,2,1,1,0,0,3,0,1,1,1,0,0,0,1,1,2,0,"YGS"
1998,0,0,0,0,0,2,0,1,1,0,0,0,0,1,2,1,0,"YGS"
1999,0,0,0,0,0,2,0,1,1,0,0,0,0,1,2,1,0,"YGS"
2003,3,2,1,0,0,8,1,2,1,1,1,1,1,2,2,1,1,"YGS"
2004,5,2,1,1,1,9,2,2,1,1,1,1,1,1,2,1,1,"YGS"
2005,5,2,1,1,1,10,2,2,2,1,1,1,1,1,2,NA,0,"YGS"
1981,8,2,2,2,2,9,1,1,2,1,1,2,1,1,1,1,2,"SIE"
1982,6,2,1,1,2,9,1,1,2,1,1,2,1,1,1,1,2,"SIE"
1983,6,2,1,1,2,8,1,1,1,1,1,2,1,1,1,1,2,"SIE"
1984,6,2,2,1,1,10,1,2,2,1,1,2,1,1,1,1,1,"SIE"
1985,7,2,2,2,1,10,1,2,1,1,1,2,2,1,1,1,1,"SIE"
1986,7,2,2,2,1,11,1,2,2,2,1,2,1,1,1,2,1,"SIE"
1987,6,2,2,1,1,11,1,2,2,1,1,2,2,1,1,1,1,"SIE"
1988,6,2,2,2,0,8,0,1,1,1,1,2,2,1,1,1,1,"SIE"
1989,6,2,2,2,0,8,0,2,1,1,0,2,2,1,1,1,1,"SIE"
1990,5,2,1,1,1,10,0,2,2,1,1,2,2,1,1,1,1,"SIE"
1991,3,1,1,0,1,10,0,2,2,1,1,2,2,1,1,1,1,"SIE"
1992,0,0,0,0,0,7,0,1,1,1,0,2,2,1,1,1,1,"SIE"
1993,1,1,0,0,0,7,0,1,1,1,0,2,2,1,1,1,1,"SIE"
1994,0,0,0,0,0,6,0,0,1,1,0,2,2,1,0,1,1,"SIE"
1995,0,0,0,0,0,8,1,1,1,1,0,2,2,0,0,1,1,"SIE"
1996,3,2,0,1,0,10,2,1,1,1,1,2,2,1,0,1,1,"SIE"
1997,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SIE"
1998,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SIE"
1999,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SIE"
2000,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SIE"
2001,4,2,0,2,0,10,1,1,1,2,1,2,2,1,2,1,1,"SIE"
2002,8,2,2,2,2,11,2,1,2,1,1,2,2,1,2,1,1,"SIE"
2003,5,2,1,2,0,10,2,1,2,1,1,2,1,1,2,0,1,"SIE"
2004,6,2,1,2,1,9,2,1,1,1,1,2,1,1,2,1,1,"SIE"
2005,5,2,1,1,1,10,2,1,2,1,1,2,1,1,2,NA,1,"SIE"
2006,5,2,1,1,1,8,2,1,1,1,1,2,0,1,2,NA,1,"SIE"
2007,6,2,2,1,1,7,1,1,0,1,1,2,1,1,2,0,1,"SIE"
2008,6,2,2,1,1,6,1,1,0,1,0,2,1,0,2,NA,1,"SIE"
2009,NA,2,1,NA,1,6,1,1,0,0,1,2,1,0,2,NA,1,"SIE"
2010,5,2,2,1,0,8,2,1,0,1,1,2,1,0,2,NA,1,"SIE"
2011,6,2,2,2,0,7,1,1,0,1,1,2,1,0,2,NA,1,"SIE"
1981,6,2,2,1,1,7,0,2,1,0,1,2,1,2,1,2,1,"SIN"
1982,7,2,2,1,2,5,0,1,1,1,1,1,0,1,1,1,1,"SIN"
1983,6,2,2,1,1,4,0,1,1,1,1,0,0,1,1,1,1,"SIN"
1984,6,2,2,1,1,4,0,1,1,0,1,1,0,2,1,1,2,"SIN"
1985,7,2,2,1,2,7,0,1,1,1,2,1,1,2,1,1,2,"SIN"
1986,7,2,2,1,2,6,0,1,1,1,1,2,0,1,1,1,2,"SIN"
1987,6,2,2,1,1,4,0,1,1,0,1,0,1,2,1,2,1,"SIN"
1988,7,2,2,1,2,8,1,1,1,1,1,1,2,1,1,1,1,"SIN"
1989,6,2,2,1,1,7,1,1,1,1,1,1,1,1,1,1,1,"SIN"
1990,6,2,2,1,1,6,1,0,1,1,1,1,1,2,1,1,1,"SIN"
1991,8,2,2,2,2,3,0,0,1,0,1,0,1,1,1,1,1,"SIN"
1992,6,2,2,1,1,5,0,0,1,1,1,1,1,1,1,2,1,"SIN"
1993,8,2,2,2,2,3,0,0,1,0,0,1,1,2,1,2,1,"SIN"
1994,7,2,2,2,1,5,0,0,1,1,1,1,1,1,1,2,0,"SIN"
1995,6,2,2,1,1,5,0,0,1,1,1,1,1,1,1,2,1,"SIN"
1996,5,2,2,1,0,6,0,1,1,1,1,1,1,1,1,2,1,"SIN"
1997,5,2,2,1,0,7,0,1,1,1,1,1,2,2,1,2,1,"SIN"
1998,7,2,2,2,1,7,0,1,1,1,1,1,2,2,1,1,1,"SIN"
1999,6,2,2,1,1,7,0,1,1,1,1,1,2,2,2,1,1,"SIN"
2000,6,2,2,1,1,6,0,1,1,1,1,1,1,2,2,1,1,"SIN"
2001,7,2,2,2,1,7,1,1,1,1,1,1,1,2,2,1,1,"SIN"
2002,7,2,2,2,1,5,0,1,1,1,1,1,0,2,2,1,1,"SIN"
2003,8,2,2,2,2,4,1,1,1,0,1,0,0,2,2,2,1,"SIN"
2004,7,2,2,1,2,4,1,1,1,0,1,0,0,2,2,2,1,"SIN"
2005,6,2,2,0,2,5,1,1,1,0,1,1,0,2,2,NA,2,"SIN"
2006,5,2,2,0,1,5,1,1,1,0,2,0,0,2,2,NA,1,"SIN"
2007,7,2,2,1,2,6,0,1,1,1,1,1,1,2,2,1,0,"SIN"
2008,7,2,2,1,2,4,1,1,1,0,0,1,0,2,2,NA,0,"SIN"
2009,8,2,2,2,2,5,1,1,1,0,1,1,0,2,2,NA,0,"SIN"
2010,7,2,2,1,2,6,1,1,1,1,1,1,0,2,2,NA,0,"SIN"
2011,8,2,2,2,2,6,1,1,1,0,1,1,1,1,2,NA,1,"SIN"
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLO"
1993,6,2,1,2,1,13,2,2,2,1,2,2,2,2,2,2,1,"SLO"
1994,8,2,2,2,2,12,2,2,2,1,1,2,2,2,2,2,1,"SLO"
1995,7,2,2,2,1,10,2,1,1,1,1,2,2,1,2,2,1,"SLO"
1996,6,2,1,2,1,12,2,2,2,1,1,2,2,1,2,2,1,"SLO"
1997,7,2,2,2,1,11,2,2,2,1,1,2,1,1,2,2,1,"SLO"
1998,7,2,2,2,1,13,2,2,2,1,2,2,2,2,2,2,1,"SLO"
1999,7,2,2,2,1,12,2,1,2,1,2,2,2,2,2,2,1,"SLO"
2000,6,2,2,2,0,11,2,1,2,1,1,2,2,1,2,2,1,"SLO"
2001,7,2,2,2,1,10,2,1,2,1,2,0,2,1,2,2,1,"SLO"
2002,7,2,2,2,1,12,2,1,2,1,2,2,2,1,2,2,1,"SLO"
2003,6,2,2,2,0,12,2,1,2,2,2,1,2,1,2,2,1,"SLO"
2004,7,2,2,2,1,14,2,2,2,2,2,2,2,1,2,1,1,"SLO"
2005,8,2,2,2,2,13,2,2,2,2,2,1,2,1,2,NA,1,"SLO"
2006,7,2,2,2,1,12,1,2,2,2,2,1,2,1,2,NA,1,"SLO"
2007,7,2,2,2,1,12,2,2,2,1,2,1,2,2,2,1,1,"SLO"
2008,7,2,2,2,1,9,2,2,2,1,0,1,1,1,2,NA,1,"SLO"
2009,7,2,2,2,1,10,2,2,2,1,1,1,1,1,2,NA,0,"SLO"
2010,7,2,2,2,1,10,2,2,2,1,1,1,1,2,2,NA,0,"SLO"
2011,7,2,2,2,1,10,2,2,2,1,1,1,1,2,2,NA,0,"SLO"
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLV"
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLV"
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLV"
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLV"
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLV"
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLV"
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLV"
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLV"
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLV"
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLV"
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLV"
1992,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"SLV"
1993,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"SLV"
1994,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"SLV"
1995,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,3,2,"SLV"
1996,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"SLV"
1997,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"SLV"
1998,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"SLV"
1999,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"SLV"
2000,7,2,2,2,1,12,2,2,2,1,1,2,2,2,2,2,2,"SLV"
2001,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"SLV"
2002,8,2,2,2,2,12,2,2,2,1,2,2,1,2,2,2,2,"SLV"
2003,7,2,2,2,1,12,2,2,2,1,2,2,1,2,2,3,2,"SLV"
2004,7,2,2,2,1,13,2,2,2,2,2,2,1,2,2,3,2,"SLV"
2005,7,2,2,2,1,12,2,2,2,1,2,2,1,2,2,NA,2,"SLV"
2006,7,2,2,2,1,12,2,2,2,1,2,2,1,2,2,NA,2,"SLV"
2007,7,2,2,2,1,13,2,2,2,1,2,2,2,3,2,3,2,"SLV"
2008,8,2,2,2,2,11,2,2,2,1,1,2,1,1,2,NA,2,"SLV"
2009,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,NA,2,"SLV"
2010,7,2,2,2,1,14,2,2,2,2,2,2,2,2,2,NA,2,"SLV"
2011,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,NA,2,"SLV"
1981,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1982,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1983,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1984,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1985,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1986,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1987,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1988,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1989,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1990,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1991,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1992,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1993,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1994,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1995,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1996,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1997,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1998,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
1999,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
2000,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"SOL"
2001,6,2,2,2,0,13,2,2,2,2,2,2,1,1,1,1,-77,"SOL"
2002,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,-77,"SOL"
2003,7,2,2,2,1,13,1,2,2,2,2,2,2,1,1,1,-77,"SOL"
2004,7,2,2,2,1,13,1,2,2,2,2,2,2,2,1,1,2,"SOL"
2005,7,2,2,2,1,13,1,2,2,2,2,2,2,1,1,NA,2,"SOL"
2006,8,2,2,2,2,13,1,2,2,2,2,2,2,1,1,NA,2,"SOL"
2007,8,2,2,2,2,13,2,2,2,2,1,2,2,0,1,0,2,"SOL"
2008,8,2,2,2,2,11,1,2,2,2,1,2,1,0,0,NA,2,"SOL"
2009,8,2,2,2,2,12,2,2,2,2,1,2,1,1,1,NA,1,"SOL"
2010,8,2,2,2,2,12,2,2,2,2,1,2,1,1,1,NA,2,"SOL"
2011,8,2,2,2,2,12,2,2,2,2,1,2,1,1,1,NA,2,"SOL"
1981,4,2,1,0,1,4,0,1,1,0,1,1,0,1,2,1,0,"SOM"
1982,3,2,1,0,0,3,0,1,1,0,0,1,0,1,2,0,0,"SOM"
1983,4,2,2,0,0,4,0,2,1,0,0,1,0,1,2,0,0,"SOM"
1984,5,2,1,1,1,5,0,2,1,0,1,1,0,1,1,0,0,"SOM"
1985,3,2,1,0,0,3,0,2,1,0,0,0,0,1,1,0,1,"SOM"
1986,3,2,1,0,0,4,0,1,1,1,0,0,1,1,1,0,1,"SOM"
1987,3,2,1,0,0,3,0,1,1,0,1,0,0,1,1,0,0,"SOM"
1988,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,"SOM"
1989,0,0,0,0,0,3,0,2,1,0,0,0,0,1,1,0,0,"SOM"
1990,3,2,0,0,1,5,0,2,1,0,0,1,1,1,1,0,0,"SOM"
1991,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
1992,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
1993,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
1994,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
1995,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
1996,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
1997,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
1998,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
1999,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
2000,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
2001,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
2002,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
2003,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
2004,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
2005,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,NA,-77,"SOM"
2006,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,NA,-77,"SOM"
2007,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"SOM"
2008,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,NA,-77,"SOM"
2009,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,NA,-77,"SOM"
2010,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,NA,-77,"SOM"
2011,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,NA,-77,"SOM"
1981,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,"SAF"
1982,2,1,1,0,0,4,0,0,0,1,1,1,1,0,0,0,2,"SAF"
1983,3,2,1,0,0,3,0,0,0,1,0,1,1,0,0,0,2,"SAF"
1984,2,1,0,0,1,2,0,0,0,1,0,1,0,1,0,1,1,"SAF"
1985,0,0,0,0,0,3,0,0,0,1,0,1,1,0,1,0,2,"SAF"
1986,0,0,0,0,0,4,1,0,0,1,0,1,1,0,1,0,2,"SAF"
1987,1,1,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,"SAF"
1988,0,0,0,0,0,3,0,0,0,1,0,2,0,1,1,1,2,"SAF"
1989,3,1,1,0,1,4,0,0,0,1,0,2,1,1,1,0,2,"SAF"
1990,2,2,0,0,0,4,0,1,1,1,0,1,0,1,1,0,1,"SAF"
1991,2,2,0,0,0,4,0,1,1,1,0,1,0,1,1,0,2,"SAF"
1992,2,2,0,0,0,7,1,2,1,1,0,2,0,1,1,0,1,"SAF"
1993,1,0,0,0,1,8,0,2,1,2,0,2,1,1,1,1,1,"SAF"
1994,2,2,0,0,0,11,1,2,2,1,2,2,1,1,2,1,2,"SAF"
1995,5,2,1,2,0,12,2,2,2,1,2,2,1,NA,NA,1,2,"SAF"
1996,5,2,0,2,1,13,2,2,2,1,2,2,2,2,3,1,2,"SAF"
1997,3,1,0,2,0,11,2,2,2,0,2,2,1,2,3,1,2,"SAF"
1998,4,2,0,2,0,13,2,2,2,1,2,2,2,2,3,1,2,"SAF"
1999,4,2,0,2,0,13,2,2,2,1,2,2,2,2,3,1,2,"SAF"
2000,4,0,1,2,1,13,2,2,2,1,2,2,2,2,3,1,2,"SAF"
2001,5,2,0,2,1,13,2,2,2,1,2,2,2,2,3,1,2,"SAF"
2002,5,2,1,2,0,12,2,2,2,1,2,2,1,2,3,1,2,"SAF"
2003,4,2,0,2,0,12,2,2,2,1,2,2,1,1,3,1,2,"SAF"
2004,5,2,0,2,1,12,2,2,2,2,1,2,1,1,3,1,2,"SAF"
2005,4,2,0,2,0,11,1,2,2,1,2,2,1,1,3,NA,2,"SAF"
2006,4,2,0,2,0,11,1,2,2,1,2,2,1,1,3,NA,2,"SAF"
2007,2,2,0,0,0,10,1,2,2,1,1,2,1,1,3,1,1,"SAF"
2008,2,2,0,0,0,10,0,2,2,2,1,2,1,1,3,NA,1,"SAF"
2009,2,2,0,0,0,10,1,2,2,1,1,2,1,1,3,NA,1,"SAF"
2010,2,2,0,0,0,11,2,2,2,1,1,2,1,1,3,NA,1,"SAF"
2011,4,2,0,2,0,11,2,2,2,1,1,2,1,1,3,NA,2,"SAF"
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSD"
